quadgram	frequency
groaning in the dust	4
fell by the hand	4
to bring death and	4
but when he had	4
him in the back	4
up into the heavens	4
and now it is	4
of the same mind	4
the women of the	4
to his comely feet	4
lashed the horses on	4
to the other side	4
came to the house	4
hecatombs to all the	4
he went his way	4
way out of it	4
but they will not	4
were a flaming fire	4
i know all about	4
minerva bethought her of	4
both on the field	4
fly like the wind	4
handed it round after	4
to the daughter of	4
some ten or twelve	4
of raw meat on	4
her father and mother	4
to be the bane	4
and he clutched the	4
in the hope of	4
consult the ghost of	4
even so did ajax	4
way to the ships	4
something to eat and	4
myself in this way	4
head he set his	4
break their oaths and	4
beautiful golden ewer and	3
one of them say	3
when he saw her	3
to rest and enjoyed	3
back as he was	3
made it fast with	3
rest of the achaeans	3
the suitors she stood	3
meat on the top	3
inner gateway and under	3
the pride of his	3
there shall be no	3
mound over his ashes	3
that can labour no	3
men and trojan women	3
middle of the ring	3
of great strength and	3
of his fighting were	3
the crests of ida	3
what do you want	3
by the road side	3
best man among the	3
one of the suitors	3
but for all his	3
piece of fine needlework	3
the neck under the	3
i have had a	3
their ships into the	3
but i am not	3
the clotted gore from	3
men also call the	3
some of those who	3
foremost of them all	3
he is very rich	3
mercury went back to	3
just in front of	3
see whither he might	3
him by the foot	3
hear anything about the	3
the love she bore	3
shall give satisfaction to	3
words he sat down	3
for him and said	3
leaders of the lycians	3
and night sprang forth	3
shouted to the danaans	3
with them there came	3
is the most solemn	3
sterns of our ships	3
may go to the	3
there was none to	3
in the act of	3
went into the middle	3
fighting in the front	3
man among the trojans	3
carefully up into smaller	3
on the plain of	3
their places and smote	3
in a thick mist	3
that the achaeans may	3
to take him over	3
crew of twenty men	3
and the blood came	3
matters to an end	3
spears at a mark	3
stand by my side	3
at once to the	3
but all the time	3
me by the hand	3
and darkness veiled his	3
we shall have no	3
now that he has	3
that they may not	3
and the cry of	3
according to his own	3
of the other gods	3
in the breast by	3
not listen to them	3
i shall have to	3
but they did not	3
from the ships and	3
it would be the	3
of the gods has	3
in the twentieth year	3
there is a great	3
ground in front of	3
his mouth and nostrils	3
and coming to a	3
and in great pain	3
not trouble yourself about	3
the echoing gatehouse of	3
on the floor of	3
were burned and they	3
and let there be	3
close up to them	3
them to his own	3
out on to the	3
girded his sword about	3
crossed the stone floor	3
this he put the	3
of kin to the	3
that there is no	3
was like that of	3
told my men to	3
the pieces upon the	3
where the epeans rule	3
ships and tents to	3
husband till minerva shed	3
if haply you may	3
that the sons of	3
i do not like	3
in a cloud of	3
to his own people	3
and let us see	3
rest and enjoyed the	3
man than you are	3
of the fleet son	3
and i will do	3
there was a great	3
and the bronze point	3
has played me false	3
over on to the	3
waves of the sea	3
to the other immortals	3
and whose name was	3
eased the burden of	3
squire of the fleet	3
at the house of	3
high up among the	3
of us who are	3
the place where they	3
a ship into the	3
front of the city	3
done praying and sprinkling	3
with which he seals	3
you when you were	3
come to a most	3
low by the hand	3
of the achaeans shouted	3
apollo heard his prayer	3
them in a thick	3
feared the rebuke of	3
ewer and poured it	3
to his own great	3
when he was a	3
not give up the	3
as shall give satisfaction	3
us obey the behests	3
brunt of the battle	3
then laid their hands	3
woe betides the trojans	3
in favour of the	3
sword of bronze about	3
of them laughed heartily	3
every one that comes	3
went back to olympus	3
left wing of the	3
good luck to you	3
sprang on to the	3
dearest to me of	3
got the better of	3
of the achaeans might	3
from under their feet	3
line of the ships	3
his sword about his	3
floor of the cloister	3
the time when death	3
you were a child	3
and struck the round	3
it will be well	3
with her own hands	3
court to my mother	3
driven back from the	3
warrior of the trojans	3
the breast by the	3
takes thought for you	3
of my own free	3
but for a little	3
it had been a	3
extreme left of the	3
to the strong city	3
you and pities you	3
made his way to	3
that you may have	3
he might fly for	3
shoot through the iron	3
be of any use	3
shrift and a sorry	3
my heart was clouded	3
would unpick the stitches	3
for a whole twelve	3
or other of the	3
of the place will	3
then he took his	3
the day when the	3
the suitors bit their	3
them in their lament	3
these words he sat	3
he left the house	3
and he took his	3
of the trojans were	3
wine and water and	3
after so long an	3
all the rest of	3
take the lives of	3
the rich land of	3
so stout and sturdy	3
from the mouth of	3
that comes near him	3
in needlework perish unrecorded	3
him with his staff	3
share so that all	3
that rulest from ida	3
to them and said	3
to me and said	3
he went on to	3
his head he set	3
long as the day	3
is a very serious	3
are you going to	3
and the ordering of	3
stout and sturdy and	3
now that you have	3
is the meaning of	3
about to reach the	3
to sleep by the	3
find it hard to	3
the rest up small	3
cloak and shirt of	3
and he was the	3
you shall pay for	3
her maids to set	3
and tents of the	3
and apollo heard his	3
from under the yoke	3
to come and help	3
when he heard the	3
chiefs from all our	3
were fighting before troy	3
to me from the	3
hither and thither over	3
city of the phaeacians	3
happened to be a	3
time wore on and	3
deep waters of the	3
when you were a	3
the painful art of	3
told her maids to	3
the watches of the	3
that hung by his	3
a present of it	3
they were very angry	3
will not give up	3
dust until the life	3
you are about to	3
and my heart was	3
the ship of protesilaus	3
draw a ship into	3
sun would have gone	3
the darkness of night	3
my father who has	3
men on to fight	3
to reach your home	3
forth all your strength	3
the old knight peleus	3
and ten talents of	3
the people gathered thereon	3
on the borders of	3
and he would have	3
it for you at	3
the winds and waves	3
so did the achaeans	3
go straight up to	3
that he fell headlong	3
as i tell you	3
the pretext of paying	3
who received it gladly	3
reached the suitors she	3
nor yet bring matters	3
and busy yourself with	3
she had done speaking	3
you will never get	3
they washed their hands	3
their chariots and horses	3
in the front of	3
and so it would	3
he said to himself	3
and found him in	3
sail over the sea	3
brunt of the fight	3
that we may lie	3
and sturdy and strong	3
and soon reached the	3
sternly at him and	3
that he might be	3
to dogs and vultures	3
over the heads of	3
to hector and the	3
and wept for joy	3
sweet sleep over her	3
but as time wore	3
him to the house	3
thinking all the time	3
with my ship and	3
talk if he is	3
mighty husband of juno	3
to have escaped death	3
the trojans from the	3
mother of wild beasts	3
the sun would have	3
never be able to	3
out of him and	3
was lying on the	3
the house of aegisthus	3
took his seat again	3
aimed an arrow at	3
out into the sea	3
down and enjoy the	3
the son of jason	3
the point went clean	3
up a great tambour	3
lower part of the	3
his eyes filled with	3
a fair wind that	3
give him his due	3
their places on the	3
turned back to the	3
the tendons at the	3
bastard son of priam	3
again faced the achaeans	3
of the river scamander	3
spear in his hand	3
save the trojans from	3
not one of the	3
the town of troy	3
the middle of it	3
the spear did not	3
he is laid out	3
as i now bid	3
skilled in all the	3
juno has brought them	3
of the achaeans may	3
the fair city of	3
gods that dwell in	3
a veil before her	3
on top of them	3
that lies upon the	3
of the golden throne	3
in the old days	3
the gods that dwell	3
on the head with	3
he fell to earth	3
chariot on to the	3
the men who were	3
them back to the	3
shield so great and	3
a man can see	3
stood in the middle	3
and the feast was	3
trench all round it	3
he will be here	3
when he saw the	3
a piece of bread	3
the extreme left of	3
much as a breath	3
at the gates of	3
one that comes near	3
it was still morning	3
one or to the	3
if you can not	3
fixed itself in his	3
even so was the	3
son of tydeus was	3
i wish i were	3
when they were now	3
tell your men to	3
to the sons of	3
of battle and by	3
say that you are	3
them plainly and in	3
went clean through him	3
the streams of oceanus	3
it with your own	3
be of one mind	3
of the nymph calypso	3
be able to hold	3
and shirt of good	3
their ways over the	3
that i should do	3
he may come to	3
been with her after	3
tell me also about	3
lie down and enjoy	3
the decrees of heaven	3
do not trouble yourself	3
holding a veil before	3
though he had been	3
till i came to	3
not one of you	3
he put the bow	3
get and be thankful	3
there came thirty ships	3
a rich man once	3
his father and mother	3
they fell thick on	3
the tent of achilles	3
me my dues of	3
pall for the hero	3
press me to marry	3
near one of the	3
sorely against my will	3
who it is that	3
yourself with your daily	3
that he could not	3
robbed me of my	3
smote his two thighs	3
would that you had	3
washed him and anointed	3
a cup of wine	3
son of atreus then	3
he said this to	3
which the gods had	3
went back to high	3
he be not near	3
has been hit with	3
with him in his	3
all huge and hugely	3
at the boldness of	3
was in the gatehouse	3
the glory of still	3
that he should not	3
sheltered from the wind	3
of all the gods	3
goodly city of ilius	3
he went back to	3
of the achaeans had	3
the death of my	3
to him with an	3
a single one of	3
just as he pleases	3
attended by two of	3
burned and they had	3
minerva sent them a	3
for the achaeans will	3
now that they had	3
when the two were	3
his round shield before	3
caught sight of him	3
my dues of fire	3
cheering on his men	3
shaker of the earth	3
down upon the beach	3
have built a mound	3
they went their way	3
then went back into	3
should he hear of	3
